id_cita;cita_es;cita_la;cita_original;autor_es;referencia;autor_la;bio_es;bio_la;codigo;idioma_es;idioma_la;nacion_es;nacion_la;epoca_es;epoca_la;imagen;imagen_atr
1274;El sabio no dice todo lo que piensa pero siempre piensa todo lo que dice;Sapiens non omnia quae cogitat dicit sed semper omnia quae dicit cogitat;智者不言言者不智;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1275;Un proverbio vale más que mil palabras;Proverbium plus quam mille verba valet;一言胜千语;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1276;Si tú eres paciente en un momento de ira escaparás a cien días de tristeza;Si patiens es in momento irae centum diebus tristitiae effugies;忍一时风平浪静;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1277;Haz que tus actos parezcan naturales y mantente en sintonía con el curso de las cosas;Actus tuos naturales videri fac et cum rerum cursu consentire;顺其自然;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1278;Cuando camines camina cuando comas come;Cum ambules ambula cum edas ede;行亦禅坐亦禅;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1279;El sabio puede cambiar de opinión el necio nunca;Sapiens sententiam mutare potest stultus numquam;智者改过愚者文过;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1280;No importa lo lento que vayas mientras no te detengas;Non refert quam lente eas dummodo non subsistas;不怕慢只怕站;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1281;Una familia que come unida permanece unida;Familia quae simul edit simul manet;家和万事兴;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1282;Cuando bebas agua recuerda su fuente;Cum aquam bibas fontem eius memento;饮水思源;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1283;Si no puedes ser el sol sé una estrella;Si sol esse non potes stella esto;不能为日则为星;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1284;Las palabras buenas procuran calor por tres inviernos las malas hieren incluso en junio;Verba bona calorem per tres hiemes procurant mala etiam in Iunio vulnerant;良言一句三冬暖恶语伤人六月寒;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1285;El tiempo revela a las personas;Tempus personas revelat;路遥知马力日久见人心;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1286;Si quieres ser feliz toda tu vida aprende a trabajar;Si vis felix tota vita esse laborem disce;学会工作终生幸福;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1287;La belleza está en los ojos de quien mira;Pulchritudo in oculis spectantis est;情人眼里出西施;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1288;Aunque las flores sean bellas también se marchitan;Quamvis flores pulchri sint etiam marcescunt;花无百日红;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1289;Los errores del pasado son las lecciones del futuro;Errores praeteriti lectiones futuri sunt;前车之鉴;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1290;Con dinero el diablo muele tu maíz sin dinero ni agua de la fuente;Cum pecunia daemon frumentum tuum molit sine pecunia ne aquam e fonte;有钱能使鬼推磨;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1291;Si no trabajas no comes;Si non laboras non edis;不劳不食;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1292;Quien siembra vientos recoge tempestades;Qui ventos serit tempestates metit;种风得暴;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1293;Un libro es como un jardín que se lleva en el bolsillo;Liber est velut hortus in sinu gestatus;书是口袋里的花园;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1294;Los libros son las abejas que llevan el polen de una inteligencia a otra;Libri sunt apes quae pollen ab intelligentia ad aliam ferunt;书籍是智慧的蜜蜂;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1295;Leer sin meditar es como comer sin digerir;Legere sine meditari est ut edere sine digerere;读而不思如食而不化;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1296;Cada libro abierto es un universo que te espera;Liber quilibet apertus est universum quod te exspectat;每本书都是一个宇宙;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1297;Si hay luz en el alma habrá belleza en la persona;Si lux in anima est pulchritudo in persona erit;心中有光人必美;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1298;La mejor inversión es en conocimiento;Optima ratio in scientia est;最好的投资是知识;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1299;El que no sabe nada no duda de nada;Qui nihil scit de nihilo dubitat;无知者无畏;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1300;Las palabras dulces multiplican los amigos las palabras amargas los disminuyen;Verba dulcia amicos multiplicant verba amara minuunt;甜言蜜语多朋友恶语伤人少知己;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1301;No temas crecer lentamente teme solo quedarte quieto;Ne timeas lente crescere time tantum quietum manere;不怕慢就怕站;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1302;El hombre superior es modesto en el hablar pero abundante en el obrar;Homo superior modestus in loquendo sed abundans in operando;君子讷于言而敏于行;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1303;El fracaso es la madre del éxito;Casus mater successus est;失败是成功之母;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
1304;Donde hay una voluntad hay un camino;Ubi voluntas est via est;有志者事竟成;Proverbio Chino;;Proverbium Sinense;Conjunto de proverbios tradicionales de la cultura china que transmiten sabiduría popular, valores morales y enseñanzas prácticas transmitidas oralmente durante siglos.;Collectio sententiarum Sinensium, magnopere in cultura tradita.;zh;Chino;Lingua Sinica;China;Sinae;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/qLfpZm6h/china.png;0
